,0,1,2,3,4,5,6,7,8
80,F0009/MID3,F1016/MID6,no,F0009,F1016,-1,-1,0,unrelated
81,F0009/MID4,F1016/MID5,no,F0009,F1016,-1,-1,0,unrelated
82,F0009/MID3,F1016/MID4,no,F0009,F1016,-1,-1,0,unrelated
83,F0009/MID6,F1016/MID5,no,F0009,F1016,-1,-1,0,unrelated
84,F0009/MID3,F1016/MID4,no,F0009,F1016,-1,-1,0,unrelated
85,F0009/MID4,F1016/MID5,no,F0009,F1016,-1,-1,0,unrelated
86,F0009/MID4,F1016/MID3,no,F0009,F1016,-1,-1,0,unrelated
87,F0009/MID6,F1016/MID5,no,F0009,F1016,-1,-1,0,unrelated
88,F0009/MID4,F1016/MID3,no,F0009,F1016,-1,-1,0,unrelated
89,F0009/MID6,F1016/MID4,no,F0009,F1016,-1,-1,0,unrelated
90,F0009/MID5,F1016/MID3,no,F0009,F1016,-1,-1,0,unrelated
91,F0009/MID4,F1016/MID5,no,F0009,F1016,-1,-1,0,unrelated
92,F0009/MID5,F1016/MID3,no,F0009,F1016,-1,-1,0,unrelated
93,F0009/MID3,F1016/MID4,no,F0009,F1016,-1,-1,0,unrelated
94,F0009/MID5,F1016/MID2,no,F0009,F1016,-1,-1,0,unrelated
95,F0009/MID2,F1016/MID4,no,F0009,F1016,-1,-1,0,unrelated
96,F0009/MID5,F1016/MID2,no,F0009,F1016,-1,-1,0,unrelated
97,F0009/MID1,F1016/MID3,no,F0009,F1016,-1,-1,0,unrelated
98,F0009/MID5,F1016/MID2,no,F0009,F1016,-1,-1,0,unrelated
99,F0009/MID6,F1016/MID3,no,F0009,F1016,-1,-1,0,unrelated
100,F0009/MID7,F1016/MID2,no,F0009,F1016,-1,-1,0,unrelated
101,F0009/MID6,F1016/MID4,no,F0009,F1016,-1,-1,0,unrelated
102,F0009/MID7,F1016/MID2,no,F0009,F1016,-1,-1,0,unrelated
103,F0009/MID3,F1016/MID5,no,F0009,F1016,-1,-1,0,unrelated
104,F0009/MID7,F1016/MID2,no,F0009,F1016,-1,-1,0,unrelated
105,F0009/MID2,F1016/MID5,no,F0009,F1016,-1,-1,0,unrelated
106,F0009/MID7,F1016/MID1,no,F0009,F1016,-1,-1,0,unrelated
107,F0009/MID1,F1016/MID2,no,F0009,F1016,-1,-1,0,unrelated
108,F0009/MID7,F1016/MID1,no,F0009,F1016,-1,-1,0,unrelated
109,F0009/MID4,F1016/MID5,no,F0009,F1016,-1,-1,0,unrelated
110,F0010/MID1,F1016/MID1,no,F0010,F1016,-1,-1,0,unrelated
111,F0010/MID4,F1016/MID4,no,F0010,F1016,-1,-1,0,unrelated
112,F0010/MID1,F1016/MID1,no,F0010,F1016,-1,-1,0,unrelated
113,F0010/MID3,F1016/MID4,no,F0010,F1016,-1,-1,0,unrelated
114,F0010/MID2,F1016/MID1,no,F0010,F1016,-1,-1,0,unrelated
115,F0010/MID4,F1016/MID3,no,F0010,F1016,-1,-1,0,unrelated
116,F0010/MID2,F1016/MID1,no,F0010,F1016,-1,-1,0,unrelated
117,F0010/MID3,F1016/MID5,no,F0010,F1016,-1,-1,0,unrelated
118,F0010/MID3,F1016/MID1,no,F0010,F1016,-1,-1,0,unrelated
119,F0010/MID4,F1016/MID3,no,F0010,F1016,-1,-1,0,unrelated
120,F0010/MID3,F1016/MID1,no,F0010,F1016,-1,-1,0,unrelated
121,F0010/MID4,F1016/MID2,no,F0010,F1016,-1,-1,0,unrelated
122,F0010/MID3,F1013/MID6,no,F0010,F1013,-1,-1,0,unrelated
123,F0010/MID4,F1013/MID1,no,F0010,F1013,-1,-1,0,unrelated
124,F0011/MID1,F1013/MID4,no,F0011,F1013,-1,-1,0,unrelated
125,F0011/MID2,F1013/MID5,no,F0011,F1013,-1,-1,0,unrelated
126,F0011/MID3,F1013/MID4,no,F0011,F1013,-1,-1,0,unrelated
127,F0011/MID2,F1013/MID5,no,F0011,F1013,-1,-1,0,unrelated
128,F0012/MID1,F1013/MID4,no,F0012,F1013,-1,-1,0,unrelated
129,F0012/MID4,F1013/MID5,no,F0012,F1013,-1,-1,0,unrelated
130,F0012/MID1,F1013/MID3,no,F0012,F1013,-1,-1,0,unrelated
131,F0012/MID3,F1013/MID5,no,F0012,F1013,-1,-1,0,unrelated
132,F0012/MID2,F1013/MID3,no,F0012,F1013,-1,-1,0,unrelated
133,F0012/MID3,F1013/MID4,no,F0012,F1013,-1,-1,0,unrelated
134,F0012/MID2,F1013/MID3,no,F0012,F1013,-1,-1,0,unrelated
135,F0012/MID4,F1013/MID5,no,F0012,F1013,-1,-1,0,unrelated
136,F0012/MID3,F1013/MID3,no,F0012,F1013,-1,-1,0,unrelated
137,F0012/MID4,F1013/MID4,no,F0012,F1013,-1,-1,0,unrelated
138,F0012/MID3,F1013/MID3,no,F0012,F1013,-1,-1,0,unrelated
139,F0012/MID4,F1013/MID4,no,F0012,F1013,-1,-1,0,unrelated
140,F0013/MID1,F1013/MID2,no,F0013,F1013,-1,-1,0,unrelated
141,F0013/MID8,F1013/MID5,no,F0013,F1013,-1,-1,0,unrelated
142,F0013/MID1,F1013/MID2,no,F0013,F1013,-1,-1,0,unrelated
143,F0013/MID8,F1013/MID3,no,F0013,F1013,-1,-1,0,unrelated
144,F0013/MID1,F1013/MID2,no,F0013,F1013,-1,-1,0,unrelated
145,F0013/MID5,F1013/MID4,no,F0013,F1013,-1,-1,0,unrelated
146,F0013/MID1,F1013/MID1,no,F0013,F1013,-1,-1,0,unrelated
147,F0013/MID9,F1013/MID4,no,F0013,F1013,-1,-1,0,unrelated
148,F0013/MID1,F1013/MID1,no,F0013,F1013,-1,-1,0,unrelated
149,F0013/MID10,F1013/MID3,no,F0013,F1013,-1,-1,0,unrelated
150,F0013/MID1,F1013/MID1,no,F0013,F1013,-1,-1,0,unrelated
151,F0013/MID6,F1013/MID5,no,F0013,F1013,-1,-1,0,unrelated
152,F0013/MID1,F1007/MID6,no,F0013,F1007,-1,-1,0,unrelated
153,F0013/MID7,F1007/MID7,no,F0013,F1007,-1,-1,0,unrelated
154,F0013/MID1,F1007/MID6,no,F0013,F1007,-1,-1,0,unrelated
155,F0013/MID6,F1007/MID7,no,F0013,F1007,-1,-1,0,unrelated
156,F0013/MID1,F1007/MID5,no,F0013,F1007,-1,-1,0,unrelated
157,F0013/MID7,F1007/MID7,no,F0013,F1007,-1,-1,0,unrelated
158,F0013/MID1,F1007/MID5,no,F0013,F1007,-1,-1,0,unrelated
159,F0013/MID11,F1007/MID6,no,F0013,F1007,-1,-1,0,unrelated
160,F0013/MID1,F1007/MID5,no,F0013,F1007,-1,-1,0,unrelated
161,F0013/MID5,F1007/MID6,no,F0013,F1007,-1,-1,0,unrelated
162,F0013/MID1,F1007/MID5,no,F0013,F1007,-1,-1,0,unrelated
163,F0013/MID8,F1007/MID7,no,F0013,F1007,-1,-1,0,unrelated
164,F0013/MID2,F1007/MID4,no,F0013,F1007,-1,-1,0,unrelated
165,F0013/MID9,F1007/MID7,no,F0013,F1007,-1,-1,0,unrelated
166,F0013/MID2,F1007/MID4,no,F0013,F1007,-1,-1,0,unrelated
167,F0013/MID10,F1007/MID6,no,F0013,F1007,-1,-1,0,unrelated
168,F0013/MID2,F1007/MID4,no,F0013,F1007,-1,-1,0,unrelated
169,F0013/MID11,F1007/MID6,no,F0013,F1007,-1,-1,0,unrelated
170,F0013/MID3,F1007/MID4,no,F0013,F1007,-1,-1,0,unrelated
171,F0013/MID1,F1007/MID7,no,F0013,F1007,-1,-1,0,unrelated
172,F0013/MID3,F1007/MID4,no,F0013,F1007,-1,-1,0,unrelated
173,F0013/MID5,F1007/MID6,no,F0013,F1007,-1,-1,0,unrelated
174,F0013/MID3,F1007/MID4,no,F0013,F1007,-1,-1,0,unrelated
175,F0013/MID6,F1007/MID7,no,F0013,F1007,-1,-1,0,unrelated
176,F0013/MID3,F1007/MID3,no,F0013,F1007,-1,-1,0,unrelated
177,F0013/MID7,F1007/MID6,no,F0013,F1007,-1,-1,0,unrelated
178,F0013/MID3,F1007/MID3,no,F0013,F1007,-1,-1,0,unrelated
179,F0013/MID8,F1007/MID7,no,F0013,F1007,-1,-1,0,unrelated
180,F0013/MID4,F1007/MID3,no,F0013,F1007,-1,-1,0,unrelated
181,F0013/MID5,F1007/MID4,no,F0013,F1007,-1,-1,0,unrelated
182,F0013/MID4,F1007/MID3,no,F0013,F1007,-1,-1,0,unrelated
183,F0013/MID7,F1007/MID4,no,F0013,F1007,-1,-1,0,unrelated
184,F0013/MID4,F1007/MID3,no,F0013,F1007,-1,-1,0,unrelated
185,F0013/MID1,F1007/MID6,no,F0013,F1007,-1,-1,0,unrelated
186,F0013/MID4,F1007/MID3,no,F0013,F1007,-1,-1,0,unrelated
187,F0013/MID8,F1007/MID7,no,F0013,F1007,-1,-1,0,unrelated
188,F0013/MID4,F1007/MID3,no,F0013,F1007,-1,-1,0,unrelated
189,F0013/MID6,F1007/MID6,no,F0013,F1007,-1,-1,0,unrelated
190,F0013/MID5,F1007/MID3,no,F0013,F1007,-1,-1,0,unrelated
191,F0013/MID8,F1007/MID7,no,F0013,F1007,-1,-1,0,unrelated
192,F0013/MID5,F1007/MID2,no,F0013,F1007,-1,-1,0,unrelated
193,F0013/MID8,F1007/MID5,no,F0013,F1007,-1,-1,0,unrelated
194,F0013/MID5,F1007/MID2,no,F0013,F1007,-1,-1,0,unrelated
195,F0013/MID6,F1007/MID4,no,F0013,F1007,-1,-1,0,unrelated
196,F0013/MID5,F1007/MID2,no,F0013,F1007,-1,-1,0,unrelated
197,F0013/MID6,F1007/MID6,no,F0013,F1007,-1,-1,0,unrelated
198,F0013/MID5,F1007/MID2,no,F0013,F1007,-1,-1,0,unrelated
199,F0013/MID7,F1007/MID7,no,F0013,F1007,-1,-1,0,unrelated
200,F0013/MID5,F1007/MID2,no,F0013,F1007,-1,-1,0,unrelated
201,F0013/MID8,F1007/MID3,no,F0013,F1007,-1,-1,0,unrelated
202,F0013/MID5,F1007/MID1,no,F0013,F1007,-1,-1,0,unrelated
203,F0013/MID7,F1007/MID3,no,F0013,F1007,-1,-1,0,unrelated
204,F0013/MID6,F1007/MID1,no,F0013,F1007,-1,-1,0,unrelated
205,F0013/MID8,F1007/MID4,no,F0013,F1007,-1,-1,0,unrelated
206,F0013/MID6,F1007/MID1,no,F0013,F1007,-1,-1,0,unrelated
207,F0013/MID8,F1007/MID7,no,F0013,F1007,-1,-1,0,unrelated
208,F0013/MID6,F1007/MID1,no,F0013,F1007,-1,-1,0,unrelated
209,F0013/MID7,F1007/MID6,no,F0013,F1007,-1,-1,0,unrelated
210,F0013/MID6,F1007/MID1,no,F0013,F1007,-1,-1,0,unrelated
211,F0013/MID8,F1007/MID5,no,F0013,F1007,-1,-1,0,unrelated
212,F0013/MID6,F1005/MID3,no,F0013,F1005,-1,-1,0,unrelated
213,F0013/MID7,F1005/MID4,no,F0013,F1005,-1,-1,0,unrelated
214,F0013/MID7,F1005/MID3,no,F0013,F1005,-1,-1,0,unrelated
215,F0013/MID8,F1005/MID4,no,F0013,F1005,-1,-1,0,unrelated
216,F0013/MID7,F1005/MID2,no,F0013,F1005,-1,-1,0,unrelated
217,F0013/MID8,F1005/MID4,no,F0013,F1005,-1,-1,0,unrelated
218,F0013/MID7,F1005/MID2,no,F0013,F1005,-1,-1,0,unrelated
219,F0013/MID8,F1005/MID3,no,F0013,F1005,-1,-1,0,unrelated
220,F0013/MID8,F1005/MID1,no,F0013,F1005,-1,-1,0,unrelated
221,F0013/MID11,F1005/MID4,no,F0013,F1005,-1,-1,0,unrelated
222,F0013/MID8,F1005/MID1,no,F0013,F1005,-1,-1,0,unrelated
223,F0013/MID11,F1005/MID3,no,F0013,F1005,-1,-1,0,unrelated
224,F0013/MID9,F1003/MID6,no,F0013,F1003,-1,-1,0,unrelated
225,F0013/MID11,F1003/MID7,no,F0013,F1003,-1,-1,0,unrelated
226,F0013/MID9,F1003/MID6,no,F0013,F1003,-1,-1,0,unrelated
227,F0013/MID11,F1003/MID7,no,F0013,F1003,-1,-1,0,unrelated
228,F0013/MID9,F1003/MID5,no,F0013,F1003,-1,-1,0,unrelated
229,F0013/MID11,F1003/MID7,no,F0013,F1003,-1,-1,0,unrelated
230,F0013/MID9,F1003/MID5,no,F0013,F1003,-1,-1,0,unrelated
231,F0013/MID10,F1003/MID7,no,F0013,F1003,-1,-1,0,unrelated
232,F0013/MID9,F1003/MID5,no,F0013,F1003,-1,-1,0,unrelated
233,F0013/MID10,F1003/MID6,no,F0013,F1003,-1,-1,0,unrelated
234,F0015/MID1,F1003/MID5,no,F0015,F1003,-1,-1,0,unrelated
235,F0015/MID2,F1003/MID6,no,F0015,F1003,-1,-1,0,unrelated
236,F0015/MID1,F1003/MID3,no,F0015,F1003,-1,-1,0,unrelated
237,F0015/MID5,F1003/MID7,no,F0015,F1003,-1,-1,0,unrelated
238,F0015/MID1,F1003/MID3,no,F0015,F1003,-1,-1,0,unrelated
239,F0015/MID5,F1003/MID5,no,F0015,F1003,-1,-1,0,unrelated
240,F0015/MID1,F1003/MID3,no,F0015,F1003,-1,-1,0,unrelated
241,F0015/MID3,F1003/MID6,no,F0015,F1003,-1,-1,0,unrelated
242,F0015/MID1,F1003/MID3,no,F0015,F1003,-1,-1,0,unrelated
243,F0015/MID5,F1003/MID6,no,F0015,F1003,-1,-1,0,unrelated
244,F0015/MID2,F1003/MID3,no,F0015,F1003,-1,-1,0,unrelated
245,F0015/MID3,F1003/MID5,no,F0015,F1003,-1,-1,0,unrelated
246,F0015/MID2,F1003/MID3,no,F0015,F1003,-1,-1,0,unrelated
247,F0015/MID3,F1003/MID7,no,F0015,F1003,-1,-1,0,unrelated
248,F0015/MID4,F1003/MID3,no,F0015,F1003,-1,-1,0,unrelated
249,F0015/MID2,F1003/MID5,no,F0015,F1003,-1,-1,0,unrelated
250,F0015/MID4,F1003/MID3,no,F0015,F1003,-1,-1,0,unrelated
251,F0015/MID3,F1003/MID6,no,F0015,F1003,-1,-1,0,unrelated
252,F0016/MID1,F1003/MID3,no,F0016,F1003,-1,-1,0,unrelated
253,F0016/MID2,F1003/MID7,no,F0016,F1003,-1,-1,0,unrelated
254,F0016/MID1,F1003/MID2,no,F0016,F1003,-1,-1,0,unrelated
255,F0016/MID2,F1003/MID7,no,F0016,F1003,-1,-1,0,unrelated
256,F0016/MID1,F1003/MID2,no,F0016,F1003,-1,-1,0,unrelated
257,F0016/MID5,F1003/MID6,no,F0016,F1003,-1,-1,0,unrelated
258,F0016/MID2,F1003/MID2,no,F0016,F1003,-1,-1,0,unrelated
259,F0016/MID4,F1003/MID5,no,F0016,F1003,-1,-1,0,unrelated
260,F0016/MID2,F1003/MID2,no,F0016,F1003,-1,-1,0,unrelated
261,F0016/MID3,F1003/MID3,no,F0016,F1003,-1,-1,0,unrelated
262,F0016/MID3,F1003/MID1,no,F0016,F1003,-1,-1,0,unrelated
263,F0016/MID4,F1003/MID7,no,F0016,F1003,-1,-1,0,unrelated
264,F0016/MID3,F1003/MID1,no,F0016,F1003,-1,-1,0,unrelated
265,F0016/MID4,F1003/MID6,no,F0016,F1003,-1,-1,0,unrelated
266,F0016/MID3,F1003/MID1,no,F0016,F1003,-1,-1,0,unrelated
267,F0016/MID4,F1003/MID5,no,F0016,F1003,-1,-1,0,unrelated
268,F0018/MID1,F1003/MID1,no,F0018,F1003,-1,-1,0,unrelated
269,F0018/MID4,F1003/MID3,no,F0018,F1003,-1,-1,0,unrelated
270,F0018/MID1,F1002/MID5,no,F0018,F1002,-1,-1,0,unrelated
271,F0018/MID4,F1002/MID6,no,F0018,F1002,-1,-1,0,unrelated
272,F0018/MID3,F1002/MID5,no,F0018,F1002,-1,-1,0,unrelated
273,F0018/MID4,F1002/MID6,no,F0018,F1002,-1,-1,0,unrelated
274,F0018/MID3,F1002/MID4,no,F0018,F1002,-1,-1,0,unrelated
275,F0018/MID1,F1002/MID6,no,F0018,F1002,-1,-1,0,unrelated
276,F0020/MID1,F1002/MID4,no,F0020,F1002,-1,-1,0,unrelated
277,F0020/MID10,F1002/MID5,no,F0020,F1002,-1,-1,0,unrelated
278,F0020/MID1,F1002/MID4,no,F0020,F1002,-1,-1,0,unrelated
279,F0020/MID6,F1002/MID6,no,F0020,F1002,-1,-1,0,unrelated
280,F0020/MID1,F1002/MID4,no,F0020,F1002,-1,-1,0,unrelated
281,F0020/MID5,F1002/MID5,no,F0020,F1002,-1,-1,0,unrelated
282,F0020/MID1,F1002/MID3,no,F0020,F1002,-1,-1,0,unrelated
283,F0020/MID3,F1002/MID5,no,F0020,F1002,-1,-1,0,unrelated
284,F0020/MID1,F1002/MID3,no,F0020,F1002,-1,-1,0,unrelated
285,F0020/MID2,F1002/MID6,no,F0020,F1002,-1,-1,0,unrelated
286,F0020/MID11,F1002/MID3,no,F0020,F1002,-1,-1,0,unrelated
287,F0020/MID3,F1002/MID6,no,F0020,F1002,-1,-1,0,unrelated
288,F0020/MID11,F1002/MID3,no,F0020,F1002,-1,-1,0,unrelated
289,F0020/MID6,F1002/MID4,no,F0020,F1002,-1,-1,0,unrelated
290,F0020/MID11,F1002/MID3,no,F0020,F1002,-1,-1,0,unrelated
291,F0020/MID10,F1002/MID5,no,F0020,F1002,-1,-1,0,unrelated
292,F0020/MID2,F1002/MID3,no,F0020,F1002,-1,-1,0,unrelated
293,F0020/MID6,F1002/MID5,no,F0020,F1002,-1,-1,0,unrelated
294,F0020/MID2,F1002/MID3,no,F0020,F1002,-1,-1,0,unrelated
295,F0020/MID5,F1002/MID4,no,F0020,F1002,-1,-1,0,unrelated
296,F0020/MID2,F1002/MID3,no,F0020,F1002,-1,-1,0,unrelated
297,F0020/MID10,F1002/MID4,no,F0020,F1002,-1,-1,0,unrelated
298,F0020/MID2,F1002/MID3,no,F0020,F1002,-1,-1,0,unrelated
299,F0020/MID6,F1002/MID6,no,F0020,F1002,-1,-1,0,unrelated
300,F0020/MID2,F1002/MID2,no,F0020,F1002,-1,-1,0,unrelated
301,F0020/MID3,F1002/MID3,no,F0020,F1002,-1,-1,0,unrelated
302,F0020/MID2,F1002/MID2,no,F0020,F1002,-1,-1,0,unrelated
303,F0020/MID10,F1002/MID4,no,F0020,F1002,-1,-1,0,unrelated
304,F0020/MID2,F1002/MID2,no,F0020,F1002,-1,-1,0,unrelated
305,F0020/MID3,F1002/MID5,no,F0020,F1002,-1,-1,0,unrelated
306,F0020/MID2,F1002/MID2,no,F0020,F1002,-1,-1,0,unrelated
307,F0020/MID5,F1002/MID6,no,F0020,F1002,-1,-1,0,unrelated
308,F0020/MID3,F1002/MID1,no,F0020,F1002,-1,-1,0,unrelated
309,F0020/MID6,F1002/MID6,no,F0020,F1002,-1,-1,0,unrelated
310,F0020/MID3,F1002/MID1,no,F0020,F1002,-1,-1,0,unrelated
311,F0020/MID5,F1002/MID5,no,F0020,F1002,-1,-1,0,unrelated
312,F0020/MID3,F1002/MID1,no,F0020,F1002,-1,-1,0,unrelated
313,F0020/MID10,F1002/MID4,no,F0020,F1002,-1,-1,0,unrelated
314,F0020/MID3,F1002/MID1,no,F0020,F1002,-1,-1,0,unrelated
315,F0020/MID10,F1002/MID3,no,F0020,F1002,-1,-1,0,unrelated
316,F0020/MID3,F1001/MID2,no,F0020,F1001,-1,-1,0,unrelated
317,F0020/MID6,F1001/MID3,no,F0020,F1001,-1,-1,0,unrelated
318,F0020/MID3,F1001/MID1,no,F0020,F1001,-1,-1,0,unrelated
319,F0020/MID5,F1001/MID3,no,F0020,F1001,-1,-1,0,unrelated
320,F0020/MID5,F0998/MID6,no,F0020,F0998,-1,-1,0,unrelated
321,F0020/MID6,F0998/MID3,no,F0020,F0998,-1,-1,0,unrelated
322,F0020/MID5,F0998/MID6,no,F0020,F0998,-1,-1,0,unrelated
323,F0020/MID10,F0998/MID2,no,F0020,F0998,-1,-1,0,unrelated
324,F0020/MID5,F0998/MID6,no,F0020,F0998,-1,-1,0,unrelated
325,F0020/MID6,F0998/MID1,no,F0020,F0998,-1,-1,0,unrelated
326,F0020/MID5,F0998/MID5,no,F0020,F0998,-1,-1,0,unrelated
327,F0020/MID10,F0998/MID3,no,F0020,F0998,-1,-1,0,unrelated
328,F0020/MID6,F0998/MID5,no,F0020,F0998,-1,-1,0,unrelated
329,F0020/MID10,F0998/MID2,no,F0020,F0998,-1,-1,0,unrelated
330,F0020/MID6,F0998/MID5,no,F0020,F0998,-1,-1,0,unrelated
331,F0020/MID10,F0998/MID1,no,F0020,F0998,-1,-1,0,unrelated
332,F0020/MID9,F0998/MID4,no,F0020,F0998,-1,-1,0,unrelated
333,F0020/MID5,F0998/MID3,no,F0020,F0998,-1,-1,0,unrelated
334,F0020/MID9,F0998/MID4,no,F0020,F0998,-1,-1,0,unrelated
335,F0020/MID2,F0998/MID2,no,F0020,F0998,-1,-1,0,unrelated
336,F0021/MID1,F0998/MID2,no,F0021,F0998,-1,-1,0,unrelated
337,F0021/MID3,F0998/MID3,no,F0021,F0998,-1,-1,0,unrelated
338,F0021/MID1,F0998/MID2,no,F0021,F0998,-1,-1,0,unrelated
339,F0021/MID4,F0998/MID3,no,F0021,F0998,-1,-1,0,unrelated
